,Words (split by space),anger,disgust,fear,joy,sad,surprise
155,scientists tout cocoa s health benefits,0.08063712352048535,0.042611993190322064,0.27022047929883997,0.20687258284610616,0.1448638775166722,0.25479394362757446
156,can north korea be trusted,0.05759658569893268,0.02618336850127269,0.17553144751964087,0.2826827611579653,0.19126186590431568,0.26674397121787286
157,trailblazing trio protects city by the bay,0.0830659449186605,0.08149668395066467,0.18606084419465693,0.13756017913538918,0.14247679936435667,0.3693395484362722
158,ganguly handed india squad call up,0.07028961872537985,0.05306143013821557,0.15728687840665817,0.3176811223393009,0.09276795483090304,0.3089129955595423
159,beauticians cut curl offer stroke prevention info,0.04582173718710543,0.061430802692444296,0.25747671933813854,0.1776794889108735,0.18231179647298934,0.2752794553984489
160,studios sign off on movie downloads,0.07758805433789624,0.05391321012092829,0.24251811360298775,0.2572034954342099,0.18885880864982763,0.17991831785415036
161,global web of suspects in child rape download,0.1173625986995366,0.15772997085594523,0.18094236939535427,0.10136440549924207,0.23200815072194647,0.21059250482797529
162,libby prosecutors await judge s rulings,0.09351037753777568,0.0777830358001582,0.22560981491328588,0.16817812145691635,0.12579197471636522,0.30912667557549867
163,police probe church fires half mile apart,0.09180911226934113,0.14088302127996646,0.21080873083000606,0.1418792812876986,0.2140431435633971,0.20057671076959058
164,second hanging also went awry iraq tape shows,0.20120514575063922,0.11279204636563013,0.21597759919573198,0.058030869925843075,0.24541395786116252,0.16658038090099284
165,stepping back in time at ski resort,0.08714113967110322,0.04202167143695642,0.23949707311933716,0.24799617703975887,0.1660966883665937,0.21724725036625073
166,iraqi journalists add laws to list of dangers,0.1033732674358291,0.07864300881736438,0.18689461086095593,0.1562649174030162,0.22539742480743197,0.24942677067540237
167,boy scouts blamed for starting wildfire,0.09876516719942492,0.05514353501747982,0.1513809141023175,0.24513641001924893,0.2180019127035253,0.23157206095800334
168,report links humans to global warming,0.1289190612004521,0.02534583380167569,0.16706670875890994,0.2692986789968319,0.18175692185778344,0.22761279538434717
169,stenson defends his title at dubai,0.06848131680189364,0.03237630422434684,0.15601719608355813,0.33731281012470665,0.16065900621846338,0.2451533665470311
170,iraqi linked to sunni bloc is held in plot military says,0.1315782814855061,0.05435782311412466,0.24958501329181285,0.1602840899593099,0.16055414834262569,0.24364064380662065
171,china launches two satellites into orbit,0.0852466854220927,0.09217844463617247,0.13179396465181267,0.24208583346207646,0.10937948782378966,0.3393155840040561
172,north africa feared as staging ground for terror,0.05437519329629531,0.033484781301911584,0.2235914911227609,0.33157878094869925,0.1695524881884105,0.1874172651419226
173,breast cancer drug promises hope,0.06235515710094408,0.0626626103103389,0.22892167506724181,0.201113777799826,0.12383767751051822,0.3211091022111309
174,mortar assault leaves at least dead,0.08311558757506006,0.02998611064976951,0.2411668819246769,0.1292146585969734,0.2778247258075387,0.23869203544598103
175,building a memorial to a son one child at a time,0.08015538114617925,0.08655107400728264,0.21272287436542542,0.1841132029117602,0.18273260932187527,0.2537248582474776
176,northeaster cancels flights shuts schools,0.10219316298677321,0.08162799650700453,0.30460380815734633,0.10975868077300073,0.16490645912693028,0.2369098924489451
177,india to test new nuclear missile,0.06742645563030271,0.01802297580941806,0.16930976408887424,0.3784710952624248,0.0663331596353053,0.3004365495736752
178,dell to cut bonuses trim management,0.10981999325968003,0.008072405373636928,0.16506003039337086,0.3130270197205617,0.1334011232028197,0.27061942804993055
179,uk workers on alert for letter bombs,0.05379750777201324,0.07495578423493747,0.2478952897049092,0.199226217671101,0.1902643109573987,0.2338608896596404
180,storm leaves behind major travel troubles,0.06048059173218743,0.07043514671651847,0.3642543371129164,0.09857409970675476,0.15981090352600608,0.24644492120561726
181,rupert murdoch s secret tivo,0.06691447581996718,0.03612709686314207,0.18564109155989647,0.21488383343925493,0.18318020882431132,0.3132532934934283
182,house passes anti terrorism measure manila,0.07211842337006483,0.07862515764048385,0.2089645784199557,0.2213226260628504,0.17421641135556531,0.24475280315108025
183,genghis khan beer mongolia grimaces,0.09531697643458588,0.07156577845018035,0.2643978907196727,0.14985079078531657,0.17148924177935598,0.2473793218308887
184,youtube founders split m payout,0.053358559673157016,0.09261747642885536,0.15037406621802024,0.1947600176681054,0.16569804772427485,0.34319183228758726
185,former teacher poses for playboy,0.1054899156363297,0.054943830615195935,0.18522463549980334,0.27289298364653675,0.20499956554802648,0.17644906905410768
186,madonna files adoption papers in malawi,0.06440404276278212,0.02909418690384319,0.17638713182320528,0.29212453179024944,0.24156986969239053,0.19642023702752956
187,eye on cosmos is lost to short circuit on hubble,0.04093344057155888,0.038026832329668796,0.25716635493812573,0.23218567658647163,0.14102242686831404,0.2906652687058607
188,all african amputee football games kick off,0.018576710440835035,0.039123421931876075,0.1154061031768221,0.37682852982930143,0.12331183348414554,0.3267534011370197
189,forecasters expect toasty,0.09531697643458588,0.07156577845018035,0.2643978907196726,0.14985079078531655,0.17148924177935598,0.24737932183088868
190,corn stoves popping up in u s homes,0.13791862325808782,0.03363651850970699,0.30316142963096665,0.1673672309406152,0.1586625931079838,0.19925360455263966
191,chvez threatens to jail violators of price controls,0.13727170030420455,0.07952275787237811,0.13180227628069813,0.21428778821354838,0.18225810262412187,0.25485737470504893
192,scientists discover miracle in the depths,0.07448370918166615,0.060393841586796435,0.1494947652834473,0.24629994986350906,0.08699978445912021,0.3823279496254606
193,google unveils do it yourself search engine,0.06284628180957842,0.0594219234074309,0.22124925764633022,0.12913493977632068,0.20613529021520555,0.3212123071451344
194,ready to eat chicken breasts recalled due to suspected listeria,0.11273394074962308,0.023679003975112,0.18433145492624683,0.34105058703163477,0.12915882414686797,0.20904618917051526
195,teen allegedly armed by mom turns self in,0.09469473217150322,0.042983319339705034,0.21653058369229272,0.1908287220961019,0.2798798362754145,0.1750828064249825
196,town packs gym to mourn killed in fire,0.07898789203512366,0.008974527098159301,0.23068142894200072,0.20140640655101313,0.2812449106979551,0.19870483467574823
197,cocoa could be antidote to age related diseases says new study,0.07144278959435671,0.03835149184237945,0.17080020444469862,0.34340081069411815,0.1412190728901574,0.23478563053428933
198,roundup protests erupt despite state of siege in guinea,0.09126396138503308,0.0867347632475781,0.31756617620645855,0.0851277247958011,0.2194580171220597,0.19984935724306965
199,bush authorized iranians arrest in iraq rice says,0.17008644281940646,0.11874759820395502,0.25565333360642534,0.06305592646996677,0.31316139900549295,0.07929529989475365
200,anglican and catholic churches could merge,0.03875072608463943,0.02148826465015863,0.15960642915603696,0.35443369789372065,0.11754088968271306,0.3081799925327314
201,cousin gunman was srebrenica survivor,0.07808304759972341,0.0762046044290459,0.2412011502645574,0.12984109297401852,0.1669730616694874,0.30769704306316736
202,australia tells bush to speed up guantanamo trial,0.12008846224295852,0.04760798695944798,0.16214806086921923,0.233726926552624,0.14313579817584682,0.2932927651999039
203,european space agency,0.09157098919782075,0.071537493889487,0.25859957219144014,0.11488110891050932,0.160343702007362,0.30306713380338096
204,the secrets people reveal,0.06286421488420679,0.09079147492596985,0.18536268713121493,0.26301034196429285,0.09996400078767995,0.29800728030663554
205,news baby pandas baby pandas baby pandas,0.058961802021709024,0.06757735507733784,0.21944612373833386,0.15250063906674347,0.17466618735195982,0.32684789274391624
206,health canada issues advice on canned tuna,0.07172413791786839,0.0598893468586184,0.34291713560862735,0.13851032426745968,0.20318930931236534,0.18376974603506072
207,grammys ready to name winners,0.16649573178149427,0.022333466709481768,0.1284041389678956,0.32610687476641104,0.11385614703410424,0.24280364074061306
208,asean urges north korea resolution,0.04956744267979881,0.019858454764600346,0.17788070059323705,0.3452689954347533,0.138316514479714,0.26910789204789626
209,rebels to join nepal parliament,0.14874526792251386,0.027846331465170515,0.22767339807581224,0.24366762644160037,0.14726480883824766,0.20480256725665547
210,rice u s won t pull plug on iraq,0.1457332286638132,0.040848796681815645,0.3402271104931781,0.1468429870569985,0.17042936067015219,0.15591851643404261
211,anglicans rebuke u s branch on same sex unions,0.13950035369810246,0.03484413106519985,0.33793836734786165,0.1653334195915474,0.15289122804923505,0.16949250024805324
212,somalia declares state of emergency,0.0824315431106126,0.08433085231512616,0.2947331777626226,0.128308513633751,0.2143464321840199,0.19584948099386726
213,hussein co defendants executed,0.11294385987113002,0.09903061211319247,0.2525159819727117,0.11763306236907939,0.17493516005897572,0.2429413236149108
214,james brown s year old son left out of will,0.01406444163077748,0.04124240788268296,0.09997277700124645,0.3821881074164787,0.12980683492210418,0.33272543114671027
215,ms adds office to vista coupon program,0.13620493219848068,0.03093697619010684,0.2035032821679456,0.18907519610623263,0.14991070093046552,0.29036891240676843
216,britain to limit workers from romania bulgaria,0.10044498789156898,0.04378277212901083,0.19673124787391158,0.2670285097241483,0.1573056961851834,0.234706786196177
217,us airways boosts bid for delta,0.0006332915379184821,0.17822111450670267,0.0007816084888288242,0.32091477778538857,0.03633729731245541,0.4631119103687061
218,hpv vaccination stirs heated debate in america,0.1058440288280966,0.03563688715929721,0.22431173818916783,0.20879476922694912,0.2696867589097223,0.15572581768676685
219,full recovery expected for marathon winner,0.060715750620966784,0.0480979472675191,0.17265420252481956,0.3501232619850666,0.19485629662782658,0.1735525409738017
220,beckham won t play again for real,0.14120944838176427,0.075842523591802,0.16133920976313568,0.2523599338883445,0.1833241832759013,0.18592470109905232
221,cultural revolutionary the ipod is five,0.06235340932132512,0.07391012936242396,0.2088230307610316,0.2597735757426513,0.07901221532072424,0.31612763949184414
222,village buried by inches of snow,0.036903791433570504,0.057536151072215984,0.2041554343087288,0.13713881306379738,0.2520127044660268,0.31225310565566056
223,mountain glaciers melting faster united nations says,0.09218198848679576,0.02457476398159346,0.2047501300659039,0.2468942274553398,0.20568097883770314,0.22591791117266397
224,ice storm smacks roads power,0.031393230881305294,0.046525804924726126,0.34410541585475,0.11666083075262276,0.18944561747722327,0.27186910010937265
225,ex border patrol agent beaten in prison,0.11148328160250204,0.02177192733180496,0.20326608660840043,0.22356636503047864,0.203032851334313,0.23687948809250117
226,israel to install cameras to show live mughrabi footage,0.14146797969305305,0.03246026182113681,0.16926496963922114,0.28576215478603334,0.13945807403849655,0.23158656002205924
227,latest updates on world s top stories,0.05469063054755106,0.0550963158192023,0.3144135191983193,0.17155916519442335,0.08812148759684728,0.31611888164365676
228,lily allen wins web music award,0.02772838493091059,0.04565077969317127,0.1592333178974848,0.4173279874101746,0.0713066339073316,0.2787528961609272
229,rowling heartbroken euphoric at potter s end,0.06702356524279794,0.057734488347786383,0.21726257669301663,0.21797939966885457,0.18578132266519823,0.2542186473823459
230,hamas fatah leaders pledge to meet until they reach agreement,0.10463982915443579,0.05821417451105275,0.16931670296599877,0.27906611935232173,0.13195377838293576,0.256809395633255
231,new vaccine for cervical cancer could prove useful in men too,0.03910118899497061,0.0504599583847436,0.16872538855054417,0.23514335876933573,0.12954513995290814,0.3770249653474976
232,mbeki world cup planning on track,0.07232055430809392,0.05078454982620106,0.22801113169493298,0.24460410823536777,0.14594739738409102,0.25833225855131364
233,money makeovers,0.09530958790381631,0.07156867635019913,0.2643910769584226,0.14984418325264,0.17147784302958305,0.24740863250533862
234,punter charged with stabbing asks to live outside state,0.13734628821874414,0.0344525178267952,0.2561021266422016,0.22791050444354222,0.1435243179491023,0.20066424491961438
235,emi warns on profits boss goes,0.10937718791755152,0.07129555349958638,0.25964540094168126,0.1884443527165452,0.17339888815673885,0.19783861676789688
236,gunman fine before shooting,0.08455540094079982,0.09212067319564196,0.22738310126318068,0.09683854361384306,0.21178896884152887,0.28731331214500583
237,svindal claims are golden double,0.11322804413919658,0.14230647428007703,0.20077014884357003,0.11331882352371445,0.21695319300892155,0.2134233162045203
238,ethiopia readies for millennium all its own,0.09003087419184959,0.05102556092818144,0.14583931290145571,0.2746253035707688,0.16551139965613812,0.27296754875160645
239,mancuso sparks u s celebrations,0.14730034538253292,0.035378287365916666,0.3038782993446234,0.16803363463458837,0.19690741591643746,0.1485020173559013
240,nasa spacecraft to measure sun,0.10029541731772548,0.019155341227370972,0.1286641343309581,0.31854607651929345,0.12609476209838133,0.3072442685062704
241,teen repellent inventor wins infamous prize,0.06307787513692528,0.08071323223198176,0.20923242428627833,0.2608069325316081,0.1282929875216861,0.25787654829152046
242,peron held over s rights abuses,0.15338603546722296,0.05224603447429703,0.28688246018836067,0.14634407390229218,0.1382263602693961,0.2229150356984312
243,kim jong il bans japanese cars in north korea,0.06256266601293324,0.03518591821453576,0.25516269134917785,0.24483938915717413,0.1828408287267157,0.21940850653946373
244,canadians tracked in child porn ring,0.1378312016439916,0.14310193650915984,0.19666414431295315,0.14005461909737274,0.2200166406259369,0.1623314578105856
245,ryan o neal injured son s girlfriend,0.07111974712820722,0.060165762656423434,0.26835245954953535,0.2346738977953234,0.12085739693578054,0.24483073593472998
246,messi makes barcelona squad return,0.08458175852962439,0.06866720468545659,0.23168497577864783,0.24669979983900425,0.11756922872885227,0.2507970324384145
247,brith airways baggage charges cause confusion,0.08962006735491433,0.08271820843934947,0.22099357636306716,0.1245626293064293,0.11402381486517432,0.3680817036710653
248,a film star in kampala conjuring aminos ghost,0.07896367484490939,0.0772710042785217,0.2527655212005695,0.183895213163276,0.20084494315489437,0.2062596433578293
249,opponent is put on the spot over remarks about clinton,0.07309882803700046,0.07571634726621869,0.1836078453888198,0.18775345673217364,0.09852848045341833,0.38129504212236875
250,apple set for massive market gains,0.13304787901736956,0.04307601784828449,0.10202444632203722,0.17203054678055696,0.22469220780307558,0.3251289022286761
251,vista s hyped security will be tested,0.056442724824504034,0.0398702505274501,0.13304009927620897,0.2963152389299563,0.26733401362639686,0.2069976728154839
252,dating difficult for harry potter,0.09919738635789187,0.0699785954646073,0.1593596676880114,0.27703166482889513,0.20499883059038143,0.1894338550702126
253,uk letter bombs may be from extremist drivers,0.060647145332433004,0.027052822928029484,0.14467272878692464,0.3422528119152137,0.17142101613069322,0.253953474906706
254,bush vows cooperation on health care,0.14057630018262926,0.07848165706032659,0.2601129629785652,0.1544234823874105,0.21918676414056917,0.14721883325049953
255,baby born on turnpike after dad misses exit,0.049105030449264404,0.08510643055888771,0.23603236890540824,0.12956564415915175,0.3121255471189293,0.18806497880835915
256,parachutist dies at bridge jump festival,0.05384728986950978,0.022264793777269313,0.16994923431452647,0.08292985568450598,0.3571276406221949,0.3138811857319935
257,citing spy agencies study democrats seek iraq changes,0.2220002052102021,0.12025681262534064,0.18527281688386452,0.08229958352824614,0.22743578868540804,0.16273479306693828
258,airlines uk airport runway unsafe,0.06510062698008236,0.08082744523223213,0.2374885640571559,0.13682045077455607,0.2166232401007051,0.26313967285526835
259,man gets second chance at space ride,0.10063760729723611,0.09677938104555342,0.19851858233848593,0.18148445318344356,0.15744771191457932,0.2651322642207017
260,archaeologists find remains of couple locked in a hug,0.072041383814417,0.10586525388963426,0.16350970839622395,0.109101979459492,0.20974746015788623,0.33973421428234646
261,study detects a gene linked to alzheimer s,0.08864511619834978,0.11401721824858996,0.1919895572060845,0.21425545699710594,0.12198937233261413,0.26910327901725556
262,weight loss drug to be sold over the counter,0.09592328513815132,0.04899454290590896,0.18049720567122537,0.23115718179940384,0.13041928627246113,0.3130084982128495
263,zach braff says he has mild depression,0.08454366062050511,0.051888414650099246,0.2455751734987584,0.1869615522972125,0.1740747448724648,0.25695645406096035
264,apple warns itunes users to wait on vista,0.09321199629807916,0.06253629399318157,0.20175056154589913,0.08482133665361216,0.21737809962730725,0.3403017118819209
265,guy sweat is babe magnet,0.009900436296777285,0.08168264954112006,0.06329390844933681,0.21834234341378714,0.047742780834869165,0.5790378814641096
266,in egypt rice speaks softly,0.09638273711857633,0.054300079794007264,0.2141841615193045,0.19405552634859558,0.29251881646651473,0.14855867875300144
267,ex jonbenet suspect child porn case dropped,0.14696818550094648,0.15517669769149814,0.19564456873060024,0.0721545244658515,0.13159299654634177,0.29846302706476185
268,court tv accused killer tells jury a love story,0.08576837378830601,0.11995986117783694,0.17219877275500775,0.10438421331135614,0.22050914701855742,0.2971796319489355
269,us to urge nato afghan spring offensive,0.1903067145612109,0.05716060590282937,0.2590617336776014,0.12865439455695762,0.24367964660593508,0.12113690469546552
270,texan allegedly joined somalia rebel plot,0.12307405795059376,0.10321132739195574,0.2583713813502745,0.14430014196735813,0.13596260525993908,0.23508048607987875
271,tensions as hungary marks uprising,0.04747679848198062,0.07021313919530586,0.18920019565461385,0.22107011841462143,0.21005923120749329,0.2619805170459845
272,idf shells lebanese army positions across northern border,0.11125383932739305,0.0825474623014178,0.22734500815786948,0.1359374671671868,0.2183024678925048,0.22461375515362797
273,north korea claims nuclear test,0.10217670647939939,0.06292557356937958,0.23765686769151542,0.26909185774790356,0.15669654290387372,0.1714524516079282
274,beckham to l a for the game not fame,0.05458019458605843,0.07508286997415875,0.16860941139873759,0.34058151279587057,0.08108229932351543,0.28006371192165924
275,hungary police tackle violent protestors,0.11282384201598207,0.151780987662917,0.20589968606579956,0.14805133686728156,0.1767750910182022,0.2046690563698177
276,arthurs upsets robredo in first round at the st petersburg open,0.08880143538700283,0.08779760654728964,0.2717935053237047,0.13986561207182444,0.1399665205196549,0.2717753201505232
277,brazil air force cites faults and confusion in fatal crash,0.11873388448746568,0.02725829799986748,0.23408507663158082,0.09014542940721522,0.30559794801095275,0.22417936346291803
278,war is close ethiopia tells somali rebels,0.11594966063805807,0.04451604900098216,0.15143725173675288,0.2426190830980143,0.11661053920399701,0.3288674163221955
279,democrats plot bush troop increase censure,0.15130909875759246,0.13883922129456425,0.2478819491509194,0.09145174006987009,0.14980936132733386,0.2207086293997199
280,bangladesh ferry sinks dead,0.05188829672087582,0.039231825982082726,0.23768219067910296,0.1004218552461211,0.31902267000839685,0.2517531613634206
281,sale of chrysler possible,0.05517061532005993,0.10060993542269908,0.12279779261110493,0.20558122827092354,0.258650114148326,0.2571903142268862
282,lawyer for deceased nazi era collaborator papon vows to bury him,0.14250981035704724,0.07267402906231728,0.19256857239757694,0.18752391821680608,0.20021359602791447,0.20451007393833778
283,mixed reaction to china s africa push,0.1341754262395547,0.06522306351858427,0.17482841604759985,0.24168666745472553,0.1592525037266658,0.22483392301286972
284,jon stewart mocks benefits of cnn s i,0.07919916024605332,0.07294174852840259,0.15686554914347223,0.2667584042526431,0.14332477095032975,0.2809103668790993
285,top colombia official resigns,0.061010797114031186,0.08473332464549833,0.2574965393959586,0.13603642952489878,0.2355105755540433,0.2252123337655696
286,toshiba portege r,0.09531697643458588,0.07156577845018035,0.2643978907196726,0.14985079078531655,0.17148924177935598,0.24737932183088868
287,luxury digs in south carolina s lowcountry,0.0762584734435552,0.048237713062993806,0.26005223817347584,0.18332637419916495,0.16121481759826872,0.27091038352254165
288,th person dies after receiving flu shot,0.020273952663316334,0.03290676567363741,0.1958212718395632,0.17820351129362855,0.398513230401253,0.17428126812860156
289,bears watch as lead slips away,0.022078476501538387,0.005866968199730389,0.14366906831431805,0.5330605868189117,0.1551655090902748,0.14015939107522674
290,jail me i ate ivory coast chocolate,0.10450583709988226,0.08671955938195303,0.17119296466082656,0.22421577626365102,0.14025696776579383,0.2731088948278933
291,teacher charged with sex assault,0.07755158600595317,0.10315156141426152,0.15884061383736747,0.24411624275175736,0.1632550217631601,0.2530849742275005
292,college tuition continues climbing,0.11537128151413305,0.07271004114916577,0.2761458388293613,0.10997755585705975,0.18926133059817768,0.23653395205210268
293,matthews lays off turkey workers,0.07083214571764342,0.07223464203138724,0.2603261285165383,0.15323538607085932,0.18848743241680282,0.254884265246769
294,space life search turns to tv,0.11580892669244898,0.03813580046951302,0.16789471524450658,0.2142562267317908,0.22847908825412658,0.23542524260761424
295,myspace welcomes french friends,0.06057765162961954,0.06443148298505315,0.20892371779779784,0.250070335462001,0.101941720507387,0.3140550916181414
296,hackers attack root servers,0.12706910499407453,0.10824511820468265,0.26532236656113356,0.09854854249243122,0.20695258486689447,0.1938622828807834
297,ice storm coating midwest,0.042741018855037914,0.06258376826851257,0.3426023215113484,0.08768747901341888,0.21298483148770328,0.2514005808639789
298,gop senators to force debate on troops in iraq,0.22463002522499992,0.09862144654910628,0.2125181572553452,0.07642741267586295,0.2880743324182151,0.09972862587647076
299,ex teacher guilty in nude pictures scheme,0.08412247824198235,0.03445993297999396,0.2328450122081486,0.19291849251269047,0.23544944052362107,0.22020464353356378
300,years on but couple still hugging,0.08715760502239704,0.0640166734627216,0.24903451730708745,0.15542892798402166,0.2134771296187558,0.23088514660501644
301,pats fourth quarter rally finishes chargers,0.12922731755533187,0.0748240949315348,0.2796062392789779,0.12325952221867738,0.1303842339131396,0.2626985921023382
302,review alpha dog misses the point,0.04150697613723433,0.08742943837519082,0.12396548872771249,0.20325732143148315,0.1916021447469337,0.3522386305814456
303,andromeda involved in galactic collision,0.08915423665494461,0.04399519298860357,0.21392535129729934,0.19519785839072035,0.2952811917219458,0.1624461689464863
304,injured marathon winner leaves hospital,0.08229413141284939,0.06311155910207591,0.21758453868350525,0.26355493528987217,0.15270977693917426,0.22074505857252316
305,kate is marrying doherty,0.04928046850113264,0.07215413389592343,0.21289829403619273,0.21903490937965606,0.0882843719229926,0.3583478222641028
306,baghdad plan is a success iraq prime minister tells bush,0.16289757533910926,0.12816752086709668,0.24226629142900807,0.08994205168499378,0.23467499729536181,0.14205156338443045
307,beckham outlines reasons for move,0.09966033805776475,0.056698485541880034,0.16348580352717468,0.2905747519350195,0.20439529391346467,0.1851853270246967
308,al qaeda chiefs are seen to regain power,0.10519196817989306,0.053776350296457956,0.2444716884032767,0.21661211191287602,0.1382400182000543,0.24170786300744193
309,start late retire rich,0.06036053320175297,0.0766596863189379,0.194668881867158,0.2201225466615262,0.18876386133137876,0.25942449061924633
310,autos drive european gains,0.09530303396606048,0.07157124397346787,0.26438503064433844,0.1498383259789633,0.17146773538687507,0.24743463005029478
311,immigrants and french reach deal in standoff,0.08266531971452094,0.02656501251545793,0.22615364496126653,0.2523680677955166,0.24060099207447305,0.17164696293876494
